date,cust_email,cust_location,product_id,product_quantity
2020-01-04,snam@yahoo.com,72659,IJ5PON7RNF3M,1
2020-01-04,raf@yahoo.com,99411,FO0V41K1H1KY,3
2020-01-04,raf@yahoo.com,99411,TQ8EDG2FHZ0V,1
2020-01-04,raf@yahoo.com,99411,JB6VQR4DCHLG,1
2020-01-04,raf@yahoo.com,99411,Q9SBA9HZEWL3,1
2020-01-05,flaok@gmail.com,78589,4I5FYD5Z3592,3
2020-01-05,truo@yahoo.com,51183,Z4WOPZOC17TH,2
2020-01-05,bruo@gmail.com,87875,6Z3SOP87FY4X,1
2020-01-05,bruo@gmail.com,87875,WKNVA8BYO6X0,4
2020-01-05,bruo@gmail.com,87875,EXOMXSRAB0KM,2
2020-01-05,maof@aol.com,99691,O4ITM01I5SJR,1
2020-01-05,spuz@icloud.com,61587,0H0S6I6FBHNT,2
2020-01-05,draa@yahoo.com,10432,9VZH7VML466W,1
2020-01-05,draa@yahoo.com,10432,LOR6MVTUF7W6,1
2020-01-05,draa@yahoo.com,10432,8ZR1MBYLZPLO,1
2020-01-05,bue@gmail.com,27598,ZUOKX1A9D8E0,2
2020-01-05,pra@hotmail.com,03898,H3RML58MZNVB,3
2020-01-05,pra@hotmail.com,03898,1S3U5KOANPN9,1
2020-01-05,pra@hotmail.com,03898,ZB1VIPZRVMAD,2
2020-01-05,strah@gmail.com,35288,NDH7OAM1VKJL,1
2020-01-05,strah@gmail.com,35288,14A43DSMNMAB,2
2020-01-05,strah@gmail.com,35288,O6AFDSKAV2XU,1
2020-01-05,lig@hotmail.com,09298,G4BSTHL2CLD5,1
2020-01-05,lig@hotmail.com,09298,CBHXTMSI945L,1
2020-01-05,cruech@aol.com,79861,GQV00JLJ4Y9Y,6
2020-01-06,flei@outlook.com,98419,DGTOHI3PFYR3,1
2020-01-06,flei@outlook.com,98419,6R5GBE7D2JEH,2
2020-01-06,flei@outlook.com,98419,1KYBR714RGJC,3
2020-01-06,flei@outlook.com,98419,DTLQ5CRHCG8E,2
2020-01-06,triey@gmail.com,63915,QA1HLS1PF9N1,2
2020-01-06,triey@gmail.com,63915,K82O4E7V60C6,2
2020-01-06,triey@gmail.com,63915,OJZOX289RV54,1
2020-01-06,gy@msn.com,14713,RWJ13MJAAPWD,1
2020-01-06,spue@hotmail.com,70961,5D7LMTM4GWPR,3
2020-01-06,spue@hotmail.com,70961,SG2ZHRONBMNI,1
2020-01-06,spue@hotmail.com,70961,X86LNNGXZOBV,1
2020-01-06,choel@yahoo.com,46820,85VNL9TMJZAD,1
2020-01-06,choel@yahoo.com,46820,17HTNHIJUW1Z,1
2020-01-06,gyz@yahoo.com,89306,242O8JZS3OJU,1
2020-01-06,shaend@hotmail.com,19189,DPX8A3OY1BKT,1
2020-01-06,shaend@hotmail.com,19189,I0BCPNF0FEZL,1
2020-01-06,shaend@hotmail.com,19189,WLX3CU2SDG04,2
2020-01-06,shaend@hotmail.com,19189,PF82EM7NDYNM,1
2020-01-06,shaend@hotmail.com,19189,OVM16ZQXY4BB,1
2020-01-06,wai@msn.com,40598,PHMCOP2B65RI,1
2020-01-06,wai@msn.com,40598,BWCPW5Y5OVVQ,3
2020-01-06,trueh@gmail.com,35689,1DX4GCV7ALZQ,1
2020-01-06,stroipt@yahoo.com,13222,R0GF0OO90FUR,2
2020-01-06,stroipt@yahoo.com,13222,53A2VVKXODN5,2
2020-01-06,groa@inbox.com,05102,MBP0JHVCPY6K,4
2020-01-06,groa@inbox.com,05102,H9INASVZ2ZYO,1
2020-01-06,groa@inbox.com,05102,HC4JVIPXLIN6,1
2020-01-06,zeg@hotmail.com,80243,W950CJ3IK6UG,2
2020-01-06,gleo@inbox.com,02337,3NBDUMZ9K763,3
2020-01-06,gleo@inbox.com,02337,P04MFUZKOADF,1
2020-01-06,gleo@inbox.com,02337,IH5ESA0DVIMI,1
2020-01-06,gloand@icloud.com,63816,GQZMF7ZLQOFU,4
2020-01-06,gloand@icloud.com,63816,DI8YIEHQA6E4,1
2020-01-06,gloand@icloud.com,63816,3ADPZCXOZWOV,3
2020-01-06,gloand@icloud.com,63816,O8A7D7TNHZLD,2
2020-01-06,gloand@icloud.com,63816,8LZRDQIKHUTU,3
2020-01-06,blu@gmail.com,10966,IT3XS1GO401L,1
2020-01-06,swik@live.com,04723,YCH77PP5PW7B,1
2020-01-06,smeh@hotmail.com,55208,4MQVFAJE3324,1
2020-01-06,pluo@yahoo.com,87266,L6EC09JDYDKK,1
2020-01-06,pluo@yahoo.com,87266,3AUADOVWFU1H,1
2020-01-06,pluo@yahoo.com,87266,Y69ORAA10I3F,1
2020-01-07,sluind@outlook.com,65528,OWKE5BQYZZG7,1
2020-01-07,foach@gmail.com,10200,X93FH7IS2G0W,1
2020-01-07,foach@gmail.com,10200,PHBDRV046WHL,1
2020-01-07,he@hotmail.com,78259,ZD9W5GOIJWY1,1
2020-01-07,he@hotmail.com,78259,OXVLTOZ7PM39,1
2020-01-07,swunt@inbox.com,65457,UU3XV35EKF6G,1
2020-01-07,swunt@inbox.com,65457,KJ1KOVDA328J,2
2020-01-07,swunt@inbox.com,65457,QW4G297Z80YT,3
2020-01-07,swunt@inbox.com,65457,IJN0X34JHYTC,1
2020-01-07,croa@yahoo.com,10299,5AN4DBEIGI65,3
2020-01-07,di@yahoo.com,83996,71NQ0X3RBUXH,1
2020-01-07,hand@icloud.com,92302,P0VFMZ10M04E,2
2020-01-07,hand@icloud.com,92302,MXVV4Q2J6OKP,1
2020-01-07,blif@hotmail.com,51273,ABTXP23DKMFW,4
2020-01-07,blif@hotmail.com,51273,SDTQNM81BJNJ,1
2020-01-07,vep@msn.com,97061,4749YILH2U2K,1
2020-01-07,vep@msn.com,97061,3HVUBN9SSFJA,1
2020-01-07,stru@yahoo.com,58028,Z80DK5NHTZJ6,1
2020-01-07,stru@yahoo.com,58028,JC8ZCPIPO9GJ,2
2020-01-07,wyl@outlook.com,96205,Q7FSQYYIEJBE,1
2020-01-07,wyl@outlook.com,96205,IA49JWMV76GU,4
2020-01-07,yaist@gmail.com,81950,6WNZK3IWM0K9,1
2020-01-07,yaist@gmail.com,81950,103KI0PWBZW4,1
2020-01-07,yaist@gmail.com,81950,OHDNYTBB2AWK,3
2020-01-08,paor@yahoo.com,12216,6LJ7M46899KR,1
2020-01-08,paor@yahoo.com,12216,6PI0F9RFXZZN,1
2020-01-08,paor@yahoo.com,12216,AZ60AOZQ3PO5,1
2020-01-08,chim@gmail.com,54220,C458KMZU5WIQ,1
2020-01-08,chim@gmail.com,54220,9NJQFC3L8VE7,1
2020-01-08,he@yahoo.com,85290,7QDYBDW026DG,1
2020-01-08,moow@gmail.com,59546,PVD4ZD225C1X,1
2020-01-08,moow@gmail.com,59546,DDCB9NBFPCXL,3
2020-01-08,naiss@hotmail.com,42394,9Z6I9SLJH5OD,6
2020-01-08,naiss@hotmail.com,42394,8GJJU78NB9XO,1
2020-01-08,cleaf@gmail.com,67813,Z29ZO4S7XZB3,1
2020-01-08,cleaf@gmail.com,67813,LA600F0XWK4D,1
2020-01-08,snusk@hotmail.com,86805,HTEQQGYNKX01,2
2020-01-08,snusk@hotmail.com,86805,9HQBTXMDO88U,3
2020-01-08,snusk@hotmail.com,86805,6UTT0D8BCJNR,2
2020-01-08,snusk@hotmail.com,86805,EV37NTYG44QA,2
2020-01-08,zeam@hotmail.com,19424,IR0IP4ZOLE59,1
2020-01-08,zeam@hotmail.com,19424,JKW7ZFW48PKT,2
2020-01-08,zeam@hotmail.com,19424,YZ4T5N8GOI1D,3
2020-01-08,streisp@outlook.com,05102,SARUASS6YIMT,1
2020-01-08,streisp@outlook.com,05102,CXVG95FU770N,1
2020-01-08,streisp@outlook.com,05102,3Q269W7PS8NF,2
2020-01-08,je@yahoo.com,70143,OIOZD82NH6D2,1
2020-01-08,je@yahoo.com,70143,6RDTJZWJ491H,5
2020-01-08,je@yahoo.com,70143,67ER9ACT1AW8,1
2020-01-08,chyf@gmail.com,04398,8PP2V11AKZV9,1
2020-01-08,leaz@inbox.com,55208,6GCZIGCZM9N1,1
2020-01-08,leaz@inbox.com,55208,XS8N41CCTEQ1,2
2020-01-08,leaz@inbox.com,55208,V65E7WPXJ37K,1
2020-01-08,leaz@inbox.com,55208,751ML36ECCLO,2
2020-01-08,styss@gmail.com,75731,OQYJCFT9ISVK,1
2020-01-08,styss@gmail.com,75731,777PMMIUW77I,3
2020-01-08,snuo@outlook.com,60092,N2DJQDSAQ4MW,1
2020-01-08,snuo@outlook.com,60092,KJ21S1TFXKR0,1
2020-01-08,snuo@outlook.com,60092,ZLGDBM1DGSEU,1
2020-01-08,snuo@outlook.com,60092,ZEN1JCTH7CO6,1
2020-01-08,snuo@outlook.com,60092,CIAKSQSIP2BS,3
2020-01-08,smoik@msn.com,90159,ZARVFNNGGPGC,1
2020-01-08,she@gmail.com,82951,JDUKOHGXFJVW,1
2020-01-08,she@gmail.com,82951,8Q3URUEVFPNK,1
2020-01-08,she@gmail.com,82951,J5Y1VMFRCTVI,3
2020-01-09,sloeb@icloud.com,21407,ESXQDUPUFJ15,1
2020-01-09,sloeb@icloud.com,21407,LN6CB7SK1L45,3
2020-01-09,driaw@yahoo.com,82951,C9OMA1KZTF6S,2
2020-01-09,driaw@yahoo.com,82951,FDETKHMNQB0J,3
2020-01-09,stimp@yahoo.com,86343,1WOGXJSR2IFT,1
2020-01-09,stimp@yahoo.com,86343,5EXEDFVRBWKS,2
2020-01-09,stimp@yahoo.com,86343,5O0KO9OWM26Y,1
2020-01-09,zaar@gmail.com,76727,B44CJHZKA04I,2
2020-01-09,zaar@gmail.com,76727,F7IFPLBYO93Y,3
2020-01-09,yend@mail.com,19189,6LZYCE84MZI4,1
2020-01-09,broa@yahoo.com,45199,HX0895M4VKXW,2
2020-01-09,snea@hotmail.com,23030,PN07KKWT7AMH,1
2020-01-09,goil@gmail.com,88060,91FZOBOS9YMF,3
2020-01-09,gish@outlook.com,25210,MKRZ2XQZ9TKY,3
2020-01-09,gish@outlook.com,25210,DX0B8ZN55H39,2
2020-01-09,gish@outlook.com,25210,QW4G297Z80YT,1
2020-01-09,gish@outlook.com,25210,QHSXXEME0V9G,1
2020-01-09,flo@live.com,10200,DO4J00G7F4LD,1
2020-01-09,zeg@hotmail.com,80243,N1UHJ3322HVN,2
2020-01-09,zeg@hotmail.com,80243,P1P98R8U9PHV,2
2020-01-09,shae@gmail.com,59255,NB9MQ0OXH073,1
2020-01-09,stro@yahoo.com,10299,ZRCNU0JD3ALI,1
2020-01-09,stro@yahoo.com,10299,U6PR0SMAF9S1,1
2020-01-09,jeent@aol.com,21500,THRTJ645FMAT,2
2020-01-09,zow@mail.com,61173,O8PIWWUQVABP,1
2020-01-09,zow@mail.com,61173,WU9NJGN9BZH9,1
2020-01-09,zow@mail.com,61173,DJUKM8XQY9XG,1
2020-01-09,zow@mail.com,61173,9C74VE7FLLBJ,1
2020-01-09,stept@gmail.com,29901,Y1F4MJAM2VC3,2
2020-01-09,stept@gmail.com,29901,F6JAIR9Y3W8M,1
2020-01-09,stept@gmail.com,29901,0R6HG1EL08YW,3
2020-01-09,hyw@inbox.com,58028,BD5AMQ4T5LAM,3
2020-01-09,hyw@inbox.com,58028,0SN5NTWZWVTO,1
2020-01-09,slank@gmail.com,89735,GXV822PZSNTE,1
2020-01-10,plaenk@outlook.com,99691,QSFE7HNS9VJ1,1
2020-01-10,plaenk@outlook.com,99691,04Y6S5CGCYJZ,2
2020-01-10,plaenk@outlook.com,99691,EAADGWLGCFEH,2
2020-01-10,plaenk@outlook.com,99691,AIHTSJTUU7HB,1
2020-01-10,sa@yahoo.com,26768,L8J2D5T9644X,1
2020-01-10,sa@yahoo.com,26768,RN6GVIL93ZNY,3
2020-01-10,gloosh@gmail.com,01922,8YGKUT9GI39J,1
2020-01-10,gloosh@gmail.com,01922,CJ6CXT893PA1,2
2020-01-10,gloosh@gmail.com,01922,FE4WPIO9JZAU,1
2020-01-10,gloosh@gmail.com,01922,ZMOC6508QFOG,1
2020-01-10,ho@live.com,70021,FDCMCAJFK2L7,1
2020-01-10,ho@live.com,70021,UHVWAFRQUWQC,1
2020-01-10,kae@aol.com,43048,7ER93GQOXIB6,2
2020-01-10,kae@aol.com,43048,ETFIDQK45Z85,4
2020-01-10,cria@hotmail.com,82197,JYTMYJ706SBE,3
2020-01-10,criect@msn.com,70143,ZIO541MKLYBU,1
2020-01-10,criect@msn.com,70143,JCY3TGUYO2OU,2
2020-01-10,criect@msn.com,70143,NNC7JMPP3HAI,1
2020-01-10,gue@outlook.com,99188,HP2EK7HCFW12,2
2020-01-10,gue@outlook.com,99188,RJWLZQECQGDJ,1
2020-01-10,dit@live.com,80243,L13Z8JKXC75P,1
2020-01-10,slie@yahoo.com,19189,OPQTVFO10W65,1
2020-01-10,muab@gmail.com,28363,KGEH3E8N5MW4,2
2020-01-10,muab@gmail.com,28363,WRMR1EHIPA9Q,4
2020-01-10,muab@gmail.com,28363,SYJDFWI5J5IV,4
2020-01-10,fosk@inbox.com,28802,KEBMZR65RP1R,2
2020-01-10,fosk@inbox.com,28802,OIVKM0SJOTHK,1
2020-01-10,fosk@inbox.com,28802,PUBHRDOZO0UD,2
2020-01-10,fosk@inbox.com,28802,B1MCEZ9BW30Y,2
2020-01-10,shoim@icloud.com,90159,UBD1CWEW2SJV,1
2020-01-10,pyk@hotmail.com,26648,BW0MM6UJPTXH,3
2020-01-10,der@outlook.com,42798,TIIXQ0XPTQB4,1
2020-01-10,der@outlook.com,42798,YXHB3Y110HE1,1
2020-01-10,spuisp@live.com,04398,Y1QZL528OBW4,2
2020-01-10,spuisp@live.com,04398,JZ1WS814BJHG,2
2020-01-10,foasp@gmail.com,35828,CPJ07SMEGXV2,4
2020-01-10,foasp@gmail.com,35828,MXLAY5ZU876Z,4
2020-01-10,foasp@gmail.com,35828,Y4N5UEEM81E9,1
2020-01-10,foasp@gmail.com,35828,SAK21QCUBOXE,1
2020-01-10,drih@yahoo.com,94002,ZU0IJW3S8T6Q,2
2020-01-10,drih@yahoo.com,94002,86FPDF94JRH6,2
2020-01-10,drih@yahoo.com,94002,K16TLYPK0XF2,5
2020-01-10,drih@yahoo.com,94002,4QXV0SHK1NGW,1
2020-01-10,prue@hotmail.com,34248,7KCJSSICWGNZ,1
2020-01-10,prue@hotmail.com,34248,4UNBYT8XL36V,3
2020-01-10,prue@hotmail.com,34248,P03Q00DQWH6W,3
2020-01-10,prue@hotmail.com,34248,RAM3IFUW865D,2
2020-01-10,spe@gmail.com,81674,6WRA8BBMBEXR,1
2020-01-10,spe@gmail.com,81674,0TE0LBOM37GN,1
2020-01-11,dy@icloud.com,36324,PVXEV8ZGYOW9,1
2020-01-11,dy@icloud.com,36324,B4FB8JVFVZ1G,1
2020-01-11,dy@icloud.com,36324,HZ3KNYKBL9GV,1
2020-01-11,dy@icloud.com,36324,AKFPL065AW1H,1
2020-01-11,zeeh@hotmail.com,23580,FCN8N90PTRN9,1
2020-01-11,smam@outlook.com,69195,BJSJWO2DC0IN,1
2020-01-11,smam@outlook.com,69195,VG052VORSUII,2
2020-01-11,smam@outlook.com,69195,Y0GY12PTX8Q5,1
2020-01-11,smam@outlook.com,69195,Q1H80YZ6X6QW,1
2020-01-11,smam@outlook.com,69195,NPPK8VCYBW7Z,1
2020-01-11,smam@outlook.com,69195,NYD2N2ZPWGZR,3
2020-01-11,prez@yahoo.com,77023,W2JJZVBOE9LQ,2
2020-01-11,prez@yahoo.com,77023,NS05RWOG6TUO,1
2020-01-11,prez@yahoo.com,77023,LBKBSPLU0J7D,2
2020-01-11,fiu@yahoo.com,20231,HC6C6SQ9HB9T,2
2020-01-11,nio@aol.com,73602,DJ3C5V7FYK23,1
2020-01-11,nio@aol.com,73602,02KZ5CKG6YHG,3
2020-01-11,nio@aol.com,73602,ZXEPXP1TYWO1,1
2020-01-11,nio@aol.com,73602,7DV5E7HHHP4J,2
2020-01-11,nio@aol.com,73602,6RV1QAGV0CK2,1
2020-01-11,skul@hotmail.com,27572,F5CA502T74PZ,1
2020-01-11,skul@hotmail.com,27572,AFIOXPA1CPYV,1
2020-01-11,hoch@hotmail.com,98686,JD9QP4L1SUER,1
2020-01-11,hoch@hotmail.com,98686,Y9R6XU45RDZS,1
2020-01-11,hoch@hotmail.com,98686,Q8F85VWINY14,1
2020-01-11,hoch@hotmail.com,98686,TFIEEVRQP2BA,1
2020-01-11,sheom@yahoo.com,17737,GW9MEMU0OVQI,1
2020-01-11,sheom@yahoo.com,17737,4TPPXJ7TE792,1
2020-01-11,sheom@yahoo.com,17737,YEFSNA89B07A,3
2020-01-11,blao@icloud.com,43118,Z8RJVGGQ79E7,2
2020-01-11,vaint@msn.com,79390,3OGMB5RQR207,1
2020-01-11,vaint@msn.com,79390,QNA09YAYKQMY,1
2020-01-11,vaint@msn.com,79390,NRV4N4NSKSQH,1
2020-01-12,noo@gmail.com,01922,7146IW6CND51,1
2020-01-12,buct@inbox.com,85166,Y2UKV9W9168D,2
2020-01-12,buct@inbox.com,85166,R8TRYCL30SZF,1
2020-01-12,buct@inbox.com,85166,UZEL0EEHQXI7,1
2020-01-12,buct@inbox.com,85166,49DL08SP71Y6,2
2020-01-12,buct@inbox.com,85166,RHOJVUYJGR8K,2
2020-01-12,buct@inbox.com,85166,36HE205BQ0RH,3
2020-01-12,se@gmail.com,36365,0CRGFK54UG61,2
2020-01-12,se@gmail.com,36365,URX4FOPMXVC1,1
2020-01-12,fast@aol.com,39751,IU6ZVA17OXN7,1
2020-01-12,fast@aol.com,39751,PDHS5E6U16HX,1
2020-01-12,vauv@hotmail.com,26521,CKVFW11PDUKN,1
2020-01-12,chant@msn.com,90425,VQT2MHU9QZI1,1
2020-01-12,chant@msn.com,90425,Z7INCGB2M4GW,3
2020-01-12,chant@msn.com,90425,T0D8XO35I9SU,1
2020-01-12,chant@msn.com,90425,WKGI6HB73UC2,1
2020-01-12,bi@gmail.com,07733,WOKA3WFHQHV3,1
2020-01-12,bi@gmail.com,07733,BW9VR1GJG2YX,2
2020-01-12,bi@gmail.com,07733,2NOZYKI1KL7K,3
2020-01-12,bunk@yahoo.com,19182,6VL6RLIZ65II,1
2020-01-12,ly@gmail.com,99411,9M3S0WY3K7UI,2
2020-01-12,lyt@aol.com,26648,8GMMXRCPQC6F,1
2020-01-12,lyt@aol.com,26648,U8P41VA8KGGO,1
2020-01-12,lyt@aol.com,26648,RFT4NBC13SDD,1
2020-01-12,pra@aol.com,82290,63RV6CMDRARH,2
2020-01-12,free@inbox.com,98686,R6D11965MNSJ,1
2020-01-12,free@inbox.com,98686,11P6F27KYB9P,1
2020-01-12,free@inbox.com,98686,RTTNEWJZS9SJ,2
2020-01-12,free@inbox.com,98686,AD4Y4E109ZSA,3
2020-01-12,niuv@gmail.com,52936,3QVP7EV15NAP,2
2020-01-12,niuv@gmail.com,52936,AM3SXYLBZR97,3
2020-01-12,niuv@gmail.com,52936,VHV9QZAE8VV2,1
2020-01-12,niuv@gmail.com,52936,QP4TYRTAP2XV,2
2020-01-12,jaug@live.com,45552,TD2BJ8SXGBR9,2
2020-01-12,jaug@live.com,45552,A9JEMPWM8ZEU,1
2020-01-13,myss@yahoo.com,91756,RNRFNGZ6SH5J,1
2020-01-13,gleat@gmail.com,99107,2MSDPIBZV6ML,2
2020-01-13,gleat@gmail.com,99107,LUGYCZMZY54N,1
2020-01-13,prio@inbox.com,71170,L6W5FNE0575S,3
2020-01-13,stru@msn.com,48468,F57P5GS6FKOP,1
2020-01-13,stru@msn.com,48468,JFQDTWIH1R3P,2
2020-01-13,frind@gmail.com,51280,WMB3BCOFS7Y1,2
2020-01-13,graa@gmail.com,82290,MYW5Y5JYB297,3
2020-01-13,homp@yahoo.com,71024,WDKXJGYLLS32,1
